zona_bairro,area_quartos,enderecos_lista,aluguel
Cidade-Moncoes-zona-oeste,34 m² construídos1 quarto,"Rua Michigan, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.300
Cidade-Moncoes-zona-oeste,400 m² construídos4 quartos,"R. Conceição De Monte Alegre, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",9.000
Cidade-Moncoes-zona-oeste,150 m² construídos3 quartos,"Rua Pensilvania, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.000
Cidade-Moncoes-zona-oeste,205 m² construídos,"Rua Hollywood, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",10.000
Cidade-Moncoes-zona-oeste,310 m² construídos,"Rua Pensilvania, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",12.000
Cidade-Moncoes-zona-oeste,140 m² construídos3 quartos,"Rua Conceição De Monte Alegre, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.200
Cidade-Moncoes-zona-oeste,206 m² construídos,"Rua Hollywood, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",10.000
Cidade-Moncoes-zona-oeste,240 m² construídos,"Rua Hollywood, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",6.000
Cidade-Moncoes-zona-oeste,240 m² construídos,"Rua Hollywood, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",6.000
Cidade-Moncoes-zona-oeste,220 m² construídos,"Rua Michael Faraday, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",16.000
Cidade-Moncoes-zona-oeste,212 m² construídos3 quartos,"R Hollywood, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.900
Cidade-Moncoes-zona-oeste,145 m² construídos,"Rua Califórnia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.000
Cidade-Moncoes-zona-oeste,180 m² construídos2 quartos,"Rua Michigan, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.000
Cidade-Moncoes-zona-oeste,140 m² construídos2 quartos,"Rua Arizona, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.000
Vila-Leopoldina-zona-oeste,225 m² construídos3 quartos,"Rua Coronel Rafael De Castro Bueno, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.500
Vila-Leopoldina-zona-oeste,100 m² construídos2 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
Vila-Leopoldina-zona-oeste,50 m² construídos1 quarto,"Rua Guaipá, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.200
Vila-Leopoldina-zona-oeste,45 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
Vila-Leopoldina-zona-oeste,540 m² construídos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",12.900
Vila-Leopoldina-zona-oeste,130 m² construídos3 quartos,"Parque Da Lapa, São Paulo Zona Oeste, São Paulo",4.200
Vila-Leopoldina-zona-oeste,140 m² construídos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.300
Vila-Leopoldina-zona-oeste,150 m² construídos4 quartos,"Rua Schilling, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.500
Vila-Leopoldina-zona-oeste,70 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
Vila-Leopoldina-zona-oeste,80 m² construídos1 quarto,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.000
Vila-Leopoldina-zona-oeste,48 m² construídos2 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.900
Vila-Leopoldina-zona-oeste,231 m² construídos3 quartos,"Passa Três, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.600
Vila-Leopoldina-zona-oeste,120 m² construídos1 quarto,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.400
Vila-Leopoldina-zona-oeste,100 m² construídos3 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.300
Vila-Leopoldina-zona-oeste,80 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Leopoldina-zona-oeste,80 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Leopoldina-zona-oeste,540 m² construídos9 quartos,"R Paulo Franco, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",12.900
Vila-Leopoldina-zona-oeste,550 m² construídos,"Brigadeiro Galvão Peixoto, Lapa, São Paulo Zona Oeste, São Paulo",13.000
Vila-Leopoldina-zona-oeste,132 m² construídos2 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.810
Vila-Leopoldina-zona-oeste,400 m² construídos5 quartos,"Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",7.000
Vila-Leopoldina-zona-oeste,150 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Higienópolis-zona-oeste,137 m² construídos1 quarto,"Higienópolis, São Paulo Zona Oeste, São Paulo",5.000
Higienópolis-zona-oeste,74 m² construídos,"Rua Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
Higienópolis-zona-oeste,186 m² construídos,"Rua Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,186 m² construídos,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
Higienópolis-zona-oeste,106 m² construídos1 quarto,"R Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
Higienópolis-zona-oeste,186 m² construídos,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
Higienópolis-zona-oeste,75 m² construídos2 quartos,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,186 m² construídos,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
Higienópolis-zona-oeste,74 m² construídos,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
Higienópolis-zona-oeste,74 m² construídos3 quartos,"Higienopolis, Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
Higienópolis-zona-oeste,125 m² construídos3 quartos,"Rua Tinhorão, Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
Higienópolis-zona-oeste,150 m² construídos1 quarto,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,186 m² construídos3 quartos,"Higienopolis, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,380 m² construídos,"Higienópolis, São Paulo Zona Oeste, São Paulo",14.000
Higienópolis-zona-oeste,74 m² construídos3 quartos,"Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
Higienópolis-zona-oeste,75 m² construídos2 quartos,"Higienopolis, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,75 m² construídos1 quarto,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,75 m² construídos,"Rua Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
Higienópolis-zona-oeste,74 m² construídos,"Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",6.000
Higienópolis-zona-oeste,113 m² construídos3 quartos,"Higienopolis, Higienópolis, São Paulo Zona Oeste, São Paulo",11.000
Higienópolis-zona-oeste,59 m² construídos2 quartos,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",8.500
Alto-Da-Lapa-zona-oeste,120 m² construídos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.500
Alto-Da-Lapa-zona-oeste,318 m² construídos3 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",9.500
Alto-Da-Lapa-zona-oeste,400 m² construídos7 quartos,"R Princesa Leopoldina, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",12.000
Alto-Da-Lapa-zona-oeste,481 m² construídos12 quartos,"Av São Gualter, Vila Ida, São Paulo Zona Oeste, São Paulo",25.000
Alto-Da-Lapa-zona-oeste,120 m² construídos4 quartos,"Avenida Diogenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.000
Alto-Da-Lapa-zona-oeste,740 m² construídos6 quartos,"Rua Tome De Souza, Lapa, São Paulo Zona Oeste, São Paulo",8.000
Alto-Da-Lapa-zona-oeste,270 m² construídos3 quartos,"Alto Da Lapa, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",8.000
Alto-Da-Lapa-zona-oeste,480 m² construídos,"Alto Da Lapa, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",16.000
Alto-Da-Lapa-zona-oeste,420 m² construídos3 quartos,"Alto Da Lapa, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",11.000
Alto-Da-Lapa-zona-oeste,450 m² construídos,"Alto Da Lapa, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",14.000
Alto-Da-Lapa-zona-oeste,571 m² construídos5 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",10.000
Alto-Da-Lapa-zona-oeste,605 m² totais4 quartos,"Vila Bela Aliança, São Paulo Zona Oeste, São Paulo",14.000
Alto-Da-Lapa-zona-oeste,219 m² construídos3 quartos,"Rua Bergamota, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",6.500
Alto-Da-Lapa-zona-oeste,318 m² construídos3 quartos,"Alto Da Lapa, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",9.500
Alto-Da-Lapa-zona-oeste,172 m² construídos11 quartos,"Vila Romana, São Paulo Zona Oeste, São Paulo",6.500
Alto-Da-Lapa-zona-oeste,280 m² construídos3 quartos,"Alto Da Lapa, Bela Aliança, São Paulo Zona Oeste, São Paulo",7.000
Alto-Da-Lapa-zona-oeste,245 m² construídos2 quartos,"Diógenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.500
Alto-Da-Lapa-zona-oeste,180 m² construídos2 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4.700
Alto-Da-Lapa-zona-oeste,144 m² construídos3 quartos,"Dardanelos, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",5.300
Alto-Da-Lapa-zona-oeste,270 m² construídos1 quarto,"Rua Majubim, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",9.000
Alto-Da-Lapa-zona-oeste,318 m² construídos3 quartos,"Pc Sapucai Mirim, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",9.500
Jardim-Ampliação-zona-oeste,58 m² construídos1 quarto,"Rua Itaiteva, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.200
Jardim-Ampliação-zona-oeste,134 m² construídos2 quartos,"Jardim Ampliação, São Paulo Zona Oeste, São Paulo",4.900
Jardim-Ampliação-zona-oeste,320 m² construídos4 quartos,"Rua Antonio Aggio, 267, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",3.000
Jardim-Ampliação-zona-oeste,208 m² construídos2 quartos,"Jardim Ampliação, São Paulo Zona Oeste, São Paulo",4.500
Jardim-Ampliação-zona-oeste,190 m² construídos3 quartos,"(dado Não Fornecido), Jardim Ampliação, São Paulo Zona Oeste, São Paulo",4.200
Jardim-Ampliação-zona-oeste,4 quartos,"Rua Do Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",5.000
Jardim-Ampliação-zona-oeste,683 m² construídos5 quartos,"Jardim Ampliação, São Paulo Zona Oeste, São Paulo",50.000
Jardim-Ampliação-zona-oeste,165 m² construídos4 quartos,"(dado Não Fornecido), Jardim Ampliação, São Paulo Zona Oeste, São Paulo",3.500
Jardim-Ampliação-zona-oeste,60 m² construídos2 quartos,"Rua Do Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",900
Jardim-Ampliação-zona-oeste,468 m² construídos3 quartos,"Do Simbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.500
Vila-Cordeiro-zona-oeste,270 m² construídos4 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",13.000
Vila-Cordeiro-zona-oeste,70 m² construídos2 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.500
Vila-Cordeiro-zona-oeste,340 m² construídos3 quartos,"Rua Francisco Dias Velho,
                445, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",18.000
Vila-Cordeiro-zona-oeste,106 m² construídos2 quartos,"R Roque Petrella, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.800
Vila-Cordeiro-zona-oeste,300 m² construídos3 quartos,"Rua Francisco Dias Velho, 445, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",18.000
Vila-Cordeiro-zona-oeste,90 m² construídos2 quartos,"Rua João Amaro, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",2.800
Vila-Cordeiro-zona-oeste,280 m² construídos3 quartos,"Rua Bartolomeu Feio, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.900
Vila-Cordeiro-zona-oeste,150 m² construídos2 quartos,"Rua Baltazar Fernandes, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.800
Vila-Cordeiro-zona-oeste,250 m² construídos5 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",10.000
Vila-Cordeiro-zona-oeste,550 m² construídos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",12.000
Vila-Cordeiro-zona-oeste,98 m² construídos2 quartos,"Rua Baltazar Fernandes, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.000
Vila-Cordeiro-zona-oeste,242 m² construídos2 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.500
Vila-Cordeiro-zona-oeste,200 m² construídos4 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.800
Vila-Cordeiro-zona-oeste,202 m² construídos2 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",6.000
Vila-Cordeiro-zona-oeste,170 m² construídos3 quartos,"Gabriel De Lara, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.470
Vila-Cordeiro-zona-oeste,250 m² construídos5 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",10.000
Vila-Cordeiro-zona-oeste,250 m² construídos3 quartos,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4.750
Vila-Cordeiro-zona-oeste,290 m² construídos6 quartos,"Avenida Jurubatuba, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",9.000
Vila-Cordeiro-zona-oeste,90 m² construídos2 quartos,"R Álvaro Rodrigues, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.000
Vila-Cordeiro-zona-oeste,202 m² construídos4 quartos,"Rolinópolis, São Paulo Zona Oeste, São Paulo",5.000
Vila-Cordeiro-zona-oeste,350 m² construídos,"Rua Ministro Luiz Gallotti, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",12.000
Vila-Madalena-zona-oeste,450 m² construídos3 quartos,"Pc Pero Vaz De Caminha, Vila Madalena, São Paulo Zona Oeste, São Paulo",8.500
Vila-Madalena-zona-oeste,350 m² construídos4 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",11.000
Vila-Madalena-zona-oeste,135 m² construídos4 quartos,"Rua Paulistania, Vila Madalena, São Paulo Zona Oeste, São Paulo",4.000
Vila-Madalena-zona-oeste,160 m² construídos5 quartos,"Rua Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",9.900
Vila-Madalena-zona-oeste,239 m² construídos,"Simpatia, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",15.000
Vila-Madalena-zona-oeste,312 m² construídos4 quartos,"R Pedro Ortiz, Sumarezinho, São Paulo Zona Oeste, São Paulo",13.000
Vila-Madalena-zona-oeste,135 m² construídos4 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",4.000
Vila-Madalena-zona-oeste,40 m² construídos1 quarto,"R. Putumuju, Vila Madalena, São Paulo Zona Oeste, São Paulo",1.500
Vila-Madalena-zona-oeste,110 m² construídos5 quartos,"R. Putumuju, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.900
Vila-Madalena-zona-oeste,55 m² construídos1 quarto,"R. Putumuju, Vila Madalena, São Paulo Zona Oeste, São Paulo",1.300
Vila-Madalena-zona-oeste,200 m² construídos4 quartos,"R Girassol, Vila Madalena, São Paulo Zona Oeste, São Paulo",14.500
Vila-Madalena-zona-oeste,200 m² construídos3 quartos,"R Henrique Schaumann, Pinheiros, São Paulo Zona Oeste, São Paulo",12.000
Vila-Madalena-zona-oeste,695 m² construídos8 quartos,"R Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",20.980
Vila-Madalena-zona-oeste,456 m² construídos4 quartos,"R Simpatia, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",18.000
Vila-Madalena-zona-oeste,815 m² construídos6 quartos,"R Irmão Gonçalo, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",25.000
Vila-Madalena-zona-oeste,325 m² construídos3 quartos,"R Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",14.000
Vila-Madalena-zona-oeste,110 m² construídos3 quartos,"R Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",6.400
Vila-Madalena-zona-oeste,200 m² construídos4 quartos,"R Simpatia, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",12.500
Vila-Madalena-zona-oeste,500 m² construídos4 quartos,"R Doutor Carlos Norberto De Souza Aranha, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",10.000
Vila-Madalena-zona-oeste,350 m² construídos4 quartos,"R Doutor Carlos Norberto De Souza Aranha, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",12.000
Vila-Madalena-zona-oeste,2 m² construídos3 quartos,"Rua Sebastião Caleiro, Vila Madalena, São Paulo Zona Oeste, São Paulo",6.900
Vila-Suzana-zona-oeste,95 m² construídos2 quartos,"Vila Suzana, São Paulo Zona Oeste, São Paulo",7.000
Vila-Suzana-zona-oeste,10 m² construídos3 quartos,"Rua David Ben Gurion, 955, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",8.000
Sumarezinho-zona-oeste,160 m² construídos5 quartos,"Rua Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",9.900
Sumarezinho-zona-oeste,312 m² construídos4 quartos,"R Pedro Ortiz, Sumarezinho, São Paulo Zona Oeste, São Paulo",13.000
Sumarezinho-zona-oeste,135 m² construídos4 quartos,"Sumarezinho, São Paulo Zona Oeste, São Paulo",4.000
Sumarezinho-zona-oeste,695 m² construídos8 quartos,"R Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",20.980
Sumarezinho-zona-oeste,325 m² construídos3 quartos,"R Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",14.000
Sumarezinho-zona-oeste,110 m² construídos3 quartos,"R Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",6.400
Sumarezinho-zona-oeste,200 m² construídos1 quarto,"Rua Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",7.000
Sumarezinho-zona-oeste,230 m² construídos2 quartos,"Sumarezinho, São Paulo Zona Oeste, São Paulo",11.000
Sumarezinho-zona-oeste,137 m² construídos,"Sumarezinho, São Paulo Zona Oeste, São Paulo",8.500
Sumarezinho-zona-oeste,110 m² construídos3 quartos,"Sumarezinho, São Paulo Zona Oeste, São Paulo",6.400
